benchmark,profile,id,depth,asm,consensus,qcov:mean,qcov:sd,tcov:mean,tcov:sd,alnid:mean,alnid:sd,n,pct:alnid >=99
ONT Duplex,skew10,9095,40,asm10,miniCon,100,0,100,0,100,0,6,100
ONT Duplex,skew10,9095,60,asm10,isoCon,100,0,100,0,100,0,10,100
ONT Duplex,skew10,9095,60,asm10,kmerCon,100,0,100,0,100,0,13,100
ONT Duplex,skew10,9095,60,asm10,miniCon,100,0,100,0,100,0,13,100
ONT Duplex,skew10,9095,80,asm10,isoCon,100,0,100,0,100,0,14,100
ONT Duplex,skew10,9095,80,asm10,kmerCon,100,0,100,0,100,0,19,100
ONT Duplex,skew10,9095,80,asm10,miniCon,100,0,100,0,100,0,19,100
ONT Duplex,skew10,9095,100,asm10,isoCon,100,0,100,0,100,0,19,100
ONT Duplex,skew10,9095,100,asm10,kmerCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9095,100,asm10,miniCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9095,200,asm10,isoCon,99.99,0.02,99.99,0.02,99.99,0.02,22,100
ONT Duplex,skew10,9095,200,asm10,kmerCon,100,0,100,0,100,0,21,100
ONT Duplex,skew10,9095,200,asm10,miniCon,100,0,100,0,100,0,21,100
ONT Duplex,skew10,9095,400,asm10,isoCon,99.99,0.02,99.99,0.03,99.99,0.03,24,100
ONT Duplex,skew10,9095,400,asm10,kmerCon,100,0,100,0,100,0,22,100
ONT Duplex,skew10,9095,400,asm10,miniCon,100,0,100,0,100,0,22,100
ONT Duplex,skew10,9597,20,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9597,20,asm10,kmerCon,100,0,100,0,100,0,5,100
ONT Duplex,skew10,9597,20,asm10,miniCon,100,0,100,0,100,0,5,100
ONT Duplex,skew10,9597,40,asm10,isoCon,100,0,100,0,100,0,5,100
ONT Duplex,skew10,9597,40,asm10,kmerCon,99.92,0.19,99.92,0.19,99.92,0.19,6,100
ONT Duplex,skew10,9597,40,asm10,miniCon,99.92,0.19,99.92,0.19,99.92,0.19,6,100
ONT Duplex,skew10,9597,60,asm10,isoCon,100,0,100,0,100,0,8,100
ONT Duplex,skew10,9597,60,asm10,kmerCon,99.91,0.32,99.98,0.05,100,0,13,100
ONT Duplex,skew10,9597,60,asm10,miniCon,100,0,100,0,100,0,13,100
ONT Duplex,skew10,9597,80,asm10,isoCon,100,0,100,0,100,0,17,100
ONT Duplex,skew10,9597,80,asm10,kmerCon,100,0,100,0,100,0,17,100
ONT Duplex,skew10,9597,80,asm10,miniCon,100,0,100,0,100,0,17,100
ONT Duplex,skew10,9597,100,asm10,isoCon,100,0,100,0,100,0,19,100
ONT Duplex,skew10,9597,100,asm10,kmerCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9597,100,asm10,miniCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9597,200,asm10,isoCon,100,0,100,0.01,100,0.01,23,100
ONT Duplex,skew10,9597,200,asm10,kmerCon,100,0,100,0,100,0,22,100
ONT Duplex,skew10,9597,200,asm10,miniCon,100,0,100,0,100,0,22,100
ONT Duplex,skew10,9597,400,asm10,isoCon,99.99,0.03,99.98,0.03,99.98,0.03,25,100
ONT Duplex,skew10,9597,400,asm10,kmerCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9597,400,asm10,miniCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9798,20,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9798,20,asm10,kmerCon,100,0,100,0,100,0,5,100
ONT Duplex,skew10,9798,20,asm10,miniCon,100,0,100,0,100,0,5,100
ONT Duplex,skew10,9798,40,asm10,isoCon,100,0,100,0,100,0,6,100
ONT Duplex,skew10,9798,40,asm10,kmerCon,100,0,100,0,100,0,9,100
ONT Duplex,skew10,9798,40,asm10,miniCon,100,0,100,0,100,0,9,100
ONT Duplex,skew10,9798,60,asm10,isoCon,100,0,100,0,100,0,10,100
ONT Duplex,skew10,9798,60,asm10,kmerCon,100,0,100,0,100,0,12,100
ONT Duplex,skew10,9798,60,asm10,miniCon,100,0,100,0,100,0,12,100
ONT Duplex,skew10,9798,80,asm10,isoCon,100,0,100,0,100,0,14,100
ONT Duplex,skew10,9798,80,asm10,kmerCon,100,0,100,0,100,0,17,100
ONT Duplex,skew10,9798,80,asm10,miniCon,100,0,100,0,100,0,17,100
ONT Duplex,skew10,9798,100,asm10,isoCon,100,0,100,0,100,0,19,100
ONT Duplex,skew10,9798,100,asm10,kmerCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9798,100,asm10,miniCon,99.94,0.28,99.99,0.04,100,0,20,100
ONT Duplex,skew10,9798,200,asm10,isoCon,100,0.01,99.99,0.02,99.99,0.02,22,100
ONT Duplex,skew10,9798,200,asm10,kmerCon,100,0,100,0,100,0,21,100
ONT Duplex,skew10,9798,200,asm10,miniCon,99.94,0.26,99.99,0.04,100,0,21,100
ONT Duplex,skew10,9798,400,asm10,isoCon,99.99,0.02,99.99,0.03,99.99,0.03,27,100
ONT Duplex,skew10,9798,400,asm10,kmerCon,99.95,0.25,99.99,0.04,100,0,22,100
ONT Duplex,skew10,9798,400,asm10,miniCon,100,0,100,0,100,0,22,100
ONT Duplex,skew10,9899,20,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,20,asm10,kmerCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,20,asm10,miniCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,40,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,40,asm10,kmerCon,99.96,0.13,99.94,0.15,99.94,0.15,9,100
ONT Duplex,skew10,9899,40,asm10,miniCon,99.96,0.13,99.94,0.15,99.94,0.15,9,100
ONT Duplex,skew10,9899,60,asm10,isoCon,100,0,100,0,100,0,7,100
ONT Duplex,skew10,9899,60,asm10,kmerCon,100,0,100,0,100,0,8,100
ONT Duplex,skew10,9899,60,asm10,miniCon,100,0,100,0,100,0,8,100
ONT Duplex,skew10,9899,80,asm10,isoCon,100,0,100,0,100,0,13,100
ONT Duplex,skew10,9899,80,asm10,kmerCon,100,0,100,0,100,0,19,100
ONT Duplex,skew10,9899,80,asm10,miniCon,100,0,100,0,100,0,19,100
ONT Duplex,skew10,9899,100,asm10,isoCon,100,0,100,0.01,100,0.01,21,100
ONT Duplex,skew10,9899,100,asm10,kmerCon,100,0,100,0.01,100,0,21,100
ONT Duplex,skew10,9899,100,asm10,miniCon,100,0,100,0.01,100,0,21,100
ONT Duplex,skew10,9899,200,asm10,isoCon,99.99,0.02,99.99,0.02,99.99,0.02,23,100
ONT Duplex,skew10,9899,200,asm10,kmerCon,100,0,100,0,100,0,22,100
ONT Duplex,skew10,9899,200,asm10,miniCon,100,0,100,0,100,0,22,100
ONT Duplex,skew10,9899,400,asm10,isoCon,99.99,0.02,99.99,0.03,99.99,0.03,25,100
ONT Duplex,skew10,9899,400,asm10,kmerCon,100,0,100,0.01,100,0,22,100
ONT Duplex,skew10,9899,400,asm10,miniCon,100,0,100,0.01,100,0,22,100
ONT Duplex,skew10,99100,20,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,99100,20,asm10,kmerCon,100,0,100,0,100,0,2,100
ONT Duplex,skew10,99100,20,asm10,miniCon,100,0,100,0,100,0,2,100
ONT Duplex,skew10,99100,40,asm10,isoCon,100,0,100,0,100,0,6,100
ONT Duplex,skew10,99100,40,asm10,kmerCon,100,0,100,0,100,0,3,100
ONT Duplex,skew10,99100,40,asm10,miniCon,100,0,100,0,100,0,3,100
ONT Duplex,skew10,99100,60,asm10,isoCon,99.99,0.02,99.99,0.02,99.99,0.02,11,100
ONT Duplex,skew10,99100,60,asm10,kmerCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,99100,60,asm10,miniCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,99100,80,asm10,isoCon,100,0,100,0.02,100,0.02,17,100
ONT Duplex,skew10,99100,80,asm10,kmerCon,100,0,100,0,100,0,6,100
ONT Duplex,skew10,99100,80,asm10,miniCon,100,0,100,0,100,0,6,100
ONT Duplex,skew10,99100,100,asm10,isoCon,100,0.01,100,0.01,100,0.01,20,100
ONT Duplex,skew10,99100,100,asm10,kmerCon,100,0,100,0,100,0,6,100
ONT Duplex,skew10,99100,100,asm10,miniCon,100,0,100,0,100,0,6,100
ONT Duplex,skew10,99100,200,asm10,isoCon,100,0.01,99.99,0.02,99.99,0.02,22,100
ONT Duplex,skew10,99100,200,asm10,kmerCon,100,0,100,0,100,0,6,100
ONT Duplex,skew10,99100,200,asm10,miniCon,100,0,100,0,100,0,6,100
ONT Duplex,skew10,99100,400,asm10,isoCon,99.95,0.22,99.97,0.08,99.99,0.03,28,100
ONT Duplex,skew10,99100,400,asm10,kmerCon,100,0,100,0,100,0,8,100
ONT Duplex,skew10,99100,400,asm10,miniCon,100,0,100,0,100,0,8,100
PacBio CCS,even10,9095,20,asm10,isoCon,100,0,100,0,100,0,5,100
PacBio CCS,even10,9095,20,asm10,kmerCon,100,0,100,0,100,0,8,100
PacBio CCS,even10,9095,20,asm10,miniCon,99.88,0.33,99.86,0.39,100,0,8,100
PacBio CCS,even10,9095,40,asm10,isoCon,100,0,100,0,100,0,17,100
PacBio CCS,even10,9095,40,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,40,asm10,miniCon,99.84,0.4,99.89,0.38,100,0,20,100
PacBio CCS,even10,9095,60,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,60,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,60,asm10,miniCon,99.85,0.37,99.8,0.46,100,0,20,100
PacBio CCS,even10,9095,80,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,80,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,80,asm10,miniCon,99.86,0.37,99.84,0.44,100,0,20,100
PacBio CCS,even10,9095,100,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,100,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,100,asm10,miniCon,99.96,0.19,99.92,0.37,100,0,20,100
PacBio CCS,even10,9095,200,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,200,asm10,kmerCon,99.93,0.32,99.99,0.06,100,0,20,100
PacBio CCS,even10,9095,200,asm10,miniCon,99.83,0.43,99.89,0.38,100,0,20,100
PacBio CCS,even10,9095,400,asm10,isoCon,99.95,0.19,99.93,0.2,99.98,0.03,34,100
PacBio CCS,even10,9095,400,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,400,asm10,miniCon,99.81,0.47,99.98,0.1,100,0,20,100
PacBio CCS,even10,9597,20,asm10,isoCon,100,0,100,0,100,0,5,100
PacBio CCS,even10,9597,20,asm10,kmerCon,100,0,100,0,100,0,6,100
PacBio CCS,even10,9597,20,asm10,miniCon,100,0,100,0,100,0,6,100
PacBio CCS,even10,9597,40,asm10,isoCon,100,0,100,0,100,0,18,100
PacBio CCS,even10,9597,40,asm10,kmerCon,99.88,0.37,99.97,0.11,100,0,20,100
PacBio CCS,even10,9597,40,asm10,miniCon,99.96,0.16,99.91,0.28,100,0,20,100
PacBio CCS,even10,9597,60,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9597,60,asm10,kmerCon,99.88,0.37,99.97,0.11,100,0,20,100
PacBio CCS,even10,9597,60,asm10,miniCon,100,0,99.97,0.13,100,0,20,100
PacBio CCS,even10,9597,80,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9597,80,asm10,kmerCon,99.93,0.32,99.98,0.1,100,0,20,100
PacBio CCS,even10,9597,80,asm10,miniCon,99.93,0.32,99.93,0.21,100,0,20,100
PacBio CCS,even10,9597,100,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9597,100,asm10,kmerCon,99.88,0.37,99.97,0.11,100,0,20,100
PacBio CCS,even10,9597,100,asm10,miniCon,99.93,0.32,99.96,0.18,100,0,20,100
PacBio CCS,even10,9597,200,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9597,200,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9597,200,asm10,miniCon,99.87,0.39,99.95,0.18,100,0,20,100
PacBio CCS,even10,9597,400,asm10,isoCon,100,0,99.97,0.03,99.97,0.03,36,100
PacBio CCS,even10,9597,400,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9597,400,asm10,miniCon,99.87,0.39,99.95,0.18,100,0,20,100
PacBio CCS,even10,9798,20,asm10,isoCon,100,0,100,0,100,0,4,100
PacBio CCS,even10,9798,20,asm10,kmerCon,99.82,0.51,99.9,0.28,100,0,8,100
PacBio CCS,even10,9798,20,asm10,miniCon,100,0,99.75,0.7,100,0,8,100
PacBio CCS,even10,9798,40,asm10,isoCon,100,0,100,0,100,0,18,100
PacBio CCS,even10,9798,40,asm10,kmerCon,99.94,0.25,99.96,0.18,100,0,20,100
PacBio CCS,even10,9798,40,asm10,miniCon,100,0,99.9,0.44,100,0,20,100
PacBio CCS,even10,9798,60,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,60,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,60,asm10,miniCon,99.95,0.2,99.89,0.44,100,0,20,100
PacBio CCS,even10,9798,80,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,80,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,80,asm10,miniCon,100,0,99.9,0.44,100,0,20,100
PacBio CCS,even10,9798,100,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,100,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,100,asm10,miniCon,99.86,0.44,99.92,0.24,100,0,20,100
PacBio CCS,even10,9798,200,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,200,asm10,kmerCon,99.95,0.2,99.99,0.03,100,0,20,100
PacBio CCS,even10,9798,200,asm10,miniCon,99.82,0.43,99.79,0.47,100,0,20,100
PacBio CCS,even10,9798,400,asm10,isoCon,100,0,99.97,0.03,99.97,0.03,37,100
PacBio CCS,even10,9798,400,asm10,kmerCon,99.95,0.24,99.98,0.1,100,0,21,100
PacBio CCS,even10,9798,400,asm10,miniCon,99.95,0.25,99.92,0.39,100,0,21,100
PacBio CCS,even10,9899,20,asm10,isoCon,100,0,100,0,100,0,3,100
PacBio CCS,even10,9899,20,asm10,kmerCon,100,0,100,0,100,0,5,100
PacBio CCS,even10,9899,20,asm10,miniCon,100,0,100,0,100,0,5,100
PacBio CCS,even10,9899,40,asm10,isoCon,100,0,100,0,100,0,18,100
PacBio CCS,even10,9899,40,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,40,asm10,miniCon,100,0,99.97,0.13,100,0,20,100
PacBio CCS,even10,9899,60,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,60,asm10,kmerCon,99.94,0.25,99.99,0.03,100,0,20,100
PacBio CCS,even10,9899,60,asm10,miniCon,99.87,0.39,99.92,0.21,100,0,20,100
PacBio CCS,even10,9899,80,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,80,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,80,asm10,miniCon,99.87,0.39,99.92,0.21,100,0,20,100
PacBio CCS,even10,9899,100,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,100,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,100,asm10,miniCon,99.83,0.43,99.92,0.21,100,0,20,100
PacBio CCS,even10,9899,200,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,200,asm10,kmerCon,99.93,0.32,99.98,0.1,100,0,20,100
PacBio CCS,even10,9899,200,asm10,miniCon,99.67,0.6,99.66,0.8,100,0,20,100
PacBio CCS,even10,9899,400,asm10,isoCon,100,0,99.97,0.03,99.97,0.03,33,100
PacBio CCS,even10,9899,400,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,400,asm10,miniCon,99.93,0.32,99.98,0.1,100,0,20,100
PacBio CCS,even10,99100,20,asm10,isoCon,99.99,0.03,99.99,0.03,99.99,0.03,5,100
PacBio CCS,even10,99100,20,asm10,kmerCon,99.97,0.04,99.97,0.04,99.97,0.04,5,100
PacBio CCS,even10,99100,20,asm10,miniCon,99.97,0.04,99.97,0.04,99.97,0.04,5,100
PacBio CCS,even10,99100,40,asm10,isoCon,100,0,100,0,100,0,16,100
PacBio CCS,even10,99100,40,asm10,kmerCon,99.74,0.58,99.85,0.31,99.98,0.03,6,100
PacBio CCS,even10,99100,40,asm10,miniCon,99.98,0.03,99.98,0.03,99.98,0.03,6,100
PacBio CCS,even10,99100,60,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,99100,60,asm10,kmerCon,99.74,0.58,99.85,0.31,99.98,0.03,6,100
PacBio CCS,even10,99100,60,asm10,miniCon,99.98,0.03,99.98,0.03,99.98,0.03,6,100
PacBio CCS,even10,99100,80,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,99100,80,asm10,kmerCon,99.98,0.03,99.98,0.03,99.98,0.03,6,100
PacBio CCS,even10,99100,80,asm10,miniCon,99.5,0.75,99.77,0.35,99.98,0.03,6,100
PacBio CCS,even10,99100,100,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,99100,100,asm10,kmerCon,99.98,0.03,99.98,0.03,99.98,0.03,8,100
PacBio CCS,even10,99100,100,asm10,miniCon,99.63,0.67,99.83,0.32,99.98,0.03,8,100
